gene_id,start,end,seqnames,strand
ENSG00000116353.15,29193817,29230942,chr1,-
ENSG00000198218.10,49029707,49094071,chr3,-
chr17:4982000,4982473,4983268,chr17,-
ENSG00000166340.15,6612763,6619429,chr11,-
ENSG00000089060.11,113299180,113335122,chr12,-
ENSG00000249915.7,271647,314974,chr5,+
ENSG00000091704.9,130380494,130388107,chr7,+
ENSG00000106086.18,30028362,30118345,chr7,+
ENSG00000167766.18,52612377,52638391,chr19,-
chr1:11054000,11054589,11055237,chr1,-
ENSG00000096717.11,67885184,67916724,chr10,+
ENSG00000116898.11,36455772,36464437,chr1,-
ENSG00000144744.16,69054730,69080408,chr3,-
ENSG00000151806.13,44678429,44698955,chr4,+
ENSG00000110768.11,18322567,18366261,chr11,+
ENSG00000127914.16,91940867,92079184,chr7,+
ENSG00000100911.15,24143365,24146685,chr14,-
chr19:12942000,12942594,12944489,chr19,-
ENSG00000148308.17,133030711,133058503,chr9,+
chr14:21475000,21475430,21476973,chr14,-
ENSG00000176728.7,18932003,19077416,chrY,-
ENSG00000150433.9,125097035,125111617,chr11,-
ENSG00000244625.5,26672791,26719518,chr22,+
chr5:141213000,141213916,141216849,chr5,+
ENSG00000117448.13,45551068,45570048,chr1,+
ENSG00000104611.11,19313976,19396218,chr8,+
ENSG00000139410.14,113422411,113438276,chr12,+
ENSG00000162694.13,100873940,100894812,chr1,-
ENSG00000109919.9,47618704,47642452,chr11,-
ENSG00000078487.17,100400873,100428664,chr7,-
ENSG00000164754.14,116846788,116874423,chr8,-
ENSG00000196547.14,90910610,90921191,chr15,+
ENSG00000173064.12,112160322,112176702,chr12,-
ENSG00000131503.20,140537049,140539856,chr5,+
ENSG00000146233.7,46549804,46652830,chr6,-
ENSG00000196126.11,32517343,32589848,chr6,-
ENSG00000158793.13,161118105,161120976,chr1,+
ENSG00000184967.6,132144448,132152473,chr12,+
ENSG00000089053.12,121308357,121352385,chr12,-
ENSG00000206562.11,15414374,15427540,chr3,-
ENSG00000186994.11,8322584,8343262,chr19,-
ENSG00000111348.8,14942045,14961605,chr12,-
ENSG00000155096.13,102826357,102864193,chr8,-
ENSG00000130396.20,167826922,167912529,chr6,+
ENSG00000101577.9,2936937,3011947,chr18,-
chr16:69351000,69351208,69351809,chr16,-
ENSG00000100949.14,24265538,24271549,chr14,-
ENSG00000204653.9,50511604,50513885,chr19,-
ENSG00000105401.8,10391134,10403517,chr19,-
ENSG00000162191.13,62676499,62679090,chr11,-
ENSG00000144642.21,29281073,29739922,chr3,+
ENSG00000090989.17,55853675,55905034,chr4,+
ENSG00000159352.15,151254758,151267466,chr1,+
ENSG00000183091.19,151485339,151525986,chr2,-
ENSG00000138398.15,169584358,169636814,chr2,+
ENSG00000126001.15,35455175,35511974,chr20,+
ENSG00000102317.17,48574511,48578291,chrX,+
ENSG00000067113.16,55424854,55535050,chr5,-
ENSG00000112659.13,43221505,43224585,chr6,+
ENSG00000183258.11,177511577,177516895,chr5,-
ENSG00000196214.10,52269593,52292724,chr19,+
ENSG00000143819.12,225810134,225845559,chr1,+
ENSG00000160808.9,46857872,46863442,chr3,-
ENSG00000170515.13,56104537,56113154,chr12,+
ENSG00000108823.15,50166009,50175931,chr17,+
ENSG00000175267.14,22092541,22138552,chr16,+
ENSG00000149499.11,62607043,62612765,chr11,-
chr13:97434000,97434436,97435787,chr13,+
ENSG00000115446.11,98608579,98618515,chr2,+
ENSG00000111077.17,53049189,53056377,chr12,+
ENSG00000149428.18,119044188,119057139,chr11,-
ENSG00000174547.13,66435834,66438826,chr11,-
ENSG00000154305.16,222644394,222666147,chr1,+
ENSG00000162039.14,1839128,1872178,chr16,-
ENSG00000167792.11,67606927,67612535,chr11,+
ENSG00000185842.15,224929682,224969829,chr1,+
ENSG00000198431.15,104287022,104350277,chr12,+
ENSG00000063322.13,39391388,39400561,chr19,+
ENSG00000124275.14,7869148,7901124,chr5,+
ENSG00000144199.11,97083583,97094934,chr2,-
ENSG00000155816.19,240245260,240475183,chr1,+
ENSG00000113719.15,172834385,172922302,chr5,+
ENSG00000146918.19,158631313,158704829,chr7,-
ENSG00000138029.13,26244920,26290468,chr2,+
ENSG00000106733.20,75061200,75088217,chr9,-
chr2:218316000,218316171,218316727,chr2,-
ENSG00000188004.9,159834474,159855237,chr1,-
ENSG00000138378.17,191032862,191151013,chr2,-
ENSG00000062485.18,56271701,56299974,chr12,-
ENSG00000198467.13,35682014,35689925,chr9,-
ENSG00000049541.10,74231664,74254389,chr7,-
ENSG00000176974.19,18328528,18363563,chr17,-
ENSG00000107771.15,84424939,84514405,chr10,+
ENSG00000075790.10,107580246,107620506,chr7,+
ENSG00000161944.16,7101322,7115015,chr17,-
ENSG00000157224.15,90403467,90514533,chr7,+
ENSG00000115282.19,74483082,74494559,chr2,+
ENSG00000175787.16,94259321,94294454,chr9,+
ENSG00000187838.16,7389727,7394570,chr17,-
ENSG00000154803.12,17221171,17237182,chr17,-
chr16:29291000,29291200,29292454,chr16,+
ENSG00000108515.17,4951119,4957131,chr17,+
ENSG00000114126.17,141952829,142149532,chr3,-
ENSG00000145725.19,103120264,103203236,chr5,+
ENSG00000132676.15,155689091,155738529,chr1,+
ENSG00000122729.18,32384603,32450732,chr9,+
ENSG00000082482.13,215005775,215237093,chr1,+
ENSG00000164062.12,49674360,49683503,chr3,+
ENSG00000149131.15,57597683,57614853,chr11,+
ENSG00000198700.9,201829141,201876768,chr1,+
ENSG00000256269.7,119084885,119093533,chr11,+
ENSG00000138074.14,27199587,27211938,chr2,-
ENSG00000182718.16,60347332,60398001,chr15,-
ENSG00000198612.10,237085909,237098618,chr2,+
ENSG00000149269.9,77322017,77411944,chr11,-
ENSG00000101000.5,35172073,35216240,chr20,+
ENSG00000213339.8,10701454,10713365,chr19,+
chr2:238262000,238262976,238264745,chr2,+
ENSG00000010803.16,41027204,41242154,chr1,-
ENSG00000126777.17,55611977,55653600,chr14,+
ENSG00000104129.9,40767873,40807477,chr15,-
ENSG00000091986.15,112605265,112641143,chr3,-
ENSG00000039650.11,49861205,49867561,chr19,-
ENSG00000102226.9,47232984,47248327,chrX,+
ENSG00000270617.1,43866558,43926338,chr7,-
ENSG00000096093.15,52420254,52531140,chr6,+
chr17:16381000,16381341,16382740,chr17,+
ENSG00000003056.7,8940365,8949735,chr12,-
ENSG00000118894.14,5084113,5097788,chr16,-
ENSG00000116874.11,119031470,119140671,chr1,-
ENSG00000124784.8,7389793,7417900,chr6,+
ENSG00000183258.11,177511577,177516961,chr5,-
ENSG00000108465.14,47971018,47981773,chr17,+
ENSG00000236830.6,36131767,36156336,chr21,-
ENSG00000069956.11,52019238,52066262,chr15,+
ENSG00000100949.14,24265538,24271549,chr14,-
ENSG00000102038.15,129446506,129523405,chrX,-
ENSG00000135469.13,56266858,56270966,chr12,+
ENSG00000116288.12,7961701,7985281,chr1,+
ENSG00000165949.12,94081311,94116695,chr14,+
ENSG00000170144.20,177212749,177219865,chr2,+
ENSG00000146729.9,55964962,56000181,chr7,+
ENSG00000107745.17,72367340,72626111,chr10,-
ENSG00000145860.11,159157409,159209551,chr5,-
ENSG00000111203.11,2812681,2824941,chr12,+
ENSG00000012061.15,45409616,45423938,chr19,-
ENSG00000198677.10,95528129,95550757,chr5,-
ENSG00000135253.13,128862451,128879812,chr7,-
ENSG00000214106.7,154928498,154946836,chr7,+
ENSG00000169062.14,114281925,114306302,chr13,+
ENSG00000104231.10,81701722,81721283,chr8,-
ENSG00000188342.11,45120515,45284105,chr13,+
ENSG00000198040.10,133037525,133063298,chr12,+
ENSG00000074935.13,112070777,112087466,chr6,-
ENSG00000150787.7,112226369,112362873,chr11,+
ENSG00000159346.12,202940826,202958285,chr1,-
ENSG00000099622.13,1261156,1273172,chr19,+
ENSG00000136682.14,113437788,113496189,chr2,+
ENSG00000227057.9,33279108,33289247,chr6,-
ENSG00000075420.12,172039628,172398771,chr3,+
ENSG00000170919.15,45341491,45391737,chr13,+
ENSG00000204628.11,181236937,181243947,chr5,-
ENSG00000175216.14,46789932,46846308,chr11,-
ENSG00000140905.10,81053193,81096336,chr16,-
ENSG00000055483.19,78787381,78840864,chr17,-
ENSG00000171793.13,40988497,41012565,chr1,+
ENSG00000111877.17,118829028,118935162,chr6,-
ENSG00000139546.10,53501306,53506431,chr12,+
ENSG00000088543.14,50558031,50567676,chr3,-
ENSG00000085117.11,44565591,44619709,chr11,+
ENSG00000104904.12,2269525,2273269,chr19,+
ENSG00000104904.12,2269525,2273488,chr19,+
ENSG00000140718.20,53704156,53966308,chr16,+
ENSG00000182566.13,7728957,7732205,chr19,-
ENSG00000119969.14,94545922,94610447,chr10,+
ENSG00000163001.11,55519690,55545079,chr2,+
ENSG00000148334.14,128120693,128128146,chr9,-
ENSG00000168995.13,51142301,51153526,chr19,+
ENSG00000177697.17,832952,838835,chr11,+
ENSG00000147684.7,124539144,124552812,chr8,+
ENSG00000055044.10,202265765,202303666,chr2,+
ENSG00000183036.10,39612940,39929397,chr21,+
ENSG00000182087.12,1009653,1021179,chr19,-
chr5:37162000,37162655,37164351,chr5,+
ENSG00000137200.12,37433220,37480955,chr6,+
ENSG00000184990.12,104753171,104770271,chr14,+
ENSG00000119684.15,75014928,75051532,chr14,-
ENSG00000159593.14,66802878,66830997,chr16,-
ENSG00000011422.11,43651381,43670153,chr19,-
ENSG00000176783.14,179550838,179610012,chr5,+
ENSG00000156042.17,73253762,73358754,chr10,-
chr7:100435000,100435282,100436473,chr7,-
ENSG00000133030.20,17131617,17185560,chr17,+
chr2:85848000,85848832,85850198,chr2,-
ENSG00000152583.12,87473335,87529457,chr4,-
chr11:93741000,93741596,93744648,chr11,+
ENSG00000124831.18,237692333,237780315,chr2,+
ENSG00000119703.13,75069673,75078089,chr14,+
ENSG00000135480.15,52232665,52248921,chr12,+
ENSG00000090006.17,40597235,40608921,chr19,+
ENSG00000149179.13,46936778,47160104,chr11,+
ENSG00000198805.11,20469406,20477087,chr14,+
ENSG00000164329.13,79612435,79657002,chr5,+
ENSG00000091583.10,66212033,66229417,chr17,-
chr16:50025000,50025255,50027526,chr16,+
ENSG00000135931.17,231198753,231215280,chr2,+
ENSG00000094841.13,75274090,75304600,chrX,+
ENSG00000106244.12,99395985,99408590,chr7,-
ENSG00000095059.15,12675722,12681838,chr19,-
ENSG00000196811.11,232539727,232548115,chr2,+
ENSG00000095794.19,35127063,35212125,chr10,+
ENSG00000111554.14,68294568,68332257,chr12,-
ENSG00000175170.14,25763466,25868225,chr20,-
ENSG00000168256.17,42020097,42024833,chr17,+
ENSG00000132478.9,75784771,75814509,chr17,+
ENSG00000117298.14,21217247,21345504,chr1,-
ENSG00000108821.13,50185228,50201632,chr17,-
ENSG00000166197.16,102152395,102163870,chr10,+
ENSG00000175567.8,73974667,73982830,chr11,-
ENSG00000137312.14,30727830,30742733,chr6,-
ENSG00000214013.9,42274242,42329031,chr15,+
ENSG00000151893.14,118685558,118707513,chr10,-
chr16:28880000,28880285,28881653,chr16,-
chr22:31489000,31489938,31491561,chr22,+
chr12:8395000,8395398,8396803,chr12,-
ENSG00000182903.15,425435,499156,chr4,-
ENSG00000223705.9,75410362,75416789,chr7,+
ENSG00000180061.9,55312272,55325340,chr19,-
ENSG00000161011.19,179820905,179837255,chr5,+
ENSG00000122085.16,241089169,241102332,chr2,-
ENSG00000143318.12,160190556,160201649,chr1,+
ENSG00000105397.13,10350533,10380525,chr19,-
ENSG00000108821.13,50185258,50201632,chr17,-
ENSG00000079277.19,46557265,46604279,chr1,-
ENSG00000123240.16,13100163,13124217,chr10,+
ENSG00000237037.9,42090956,42125028,chr22,+
ENSG00000087274.16,2843922,2930076,chr4,+
ENSG00000106631.8,44138864,44141332,chr7,-
ENSG00000134668.12,31790424,31798839,chr1,-
ENSG00000134285.10,48921963,48925520,chr12,-
ENSG00000170144.20,177212749,177220085,chr2,+
ENSG00000172037.13,49121114,49133056,chr3,-
ENSG00000221968.8,61873526,61891534,chr11,-
ENSG00000152795.17,82424631,82429441,chr4,-
ENSG00000104529.17,143579728,143597428,chr8,-
ENSG00000186017.14,36445119,36489861,chr19,-
ENSG00000128463.12,34225018,34230149,chr15,+
ENSG00000158161.15,28010796,28088696,chr1,-
ENSG00000163040.14,131527880,131533666,chr2,+
ENSG00000196735.11,32637406,32643272,chr6,+
ENSG00000206503.12,29827821,29945884,chr6,+
ENSG00000012817.15,19705425,19744939,chrY,-
ENSG00000099783.11,8444977,8489114,chr19,+
ENSG00000179526.16,144098637,144103756,chr8,-
chr17:74443000,74443061,74445282,chr17,+
ENSG00000124224.16,58239505,58309439,chr20,-
ENSG00000004864.13,96192975,96322136,chr7,-
chr15:88898000,88898683,88901977,chr15,-
ENSG00000177370.4,997117,1001619,chr17,+
ENSG00000172354.9,100673823,100679174,chr7,+
ENSG00000213398.7,67941809,67945405,chr16,-
ENSG00000159352.15,151254758,151267466,chr1,+
ENSG00000090020.10,27098815,27102795,chr1,-
ENSG00000100558.8,67386983,67412071,chr14,-
ENSG00000108848.15,50719603,50752709,chr17,+
ENSG00000203761.5,155745829,155750331,chr1,+
ENSG00000197165.10,28591943,28623625,chr16,-
chr11:93196000,93196374,93197498,chr11,-
ENSG00000110169.10,6431049,6441064,chr11,-
ENSG00000164733.20,11844320,11868118,chr8,-
ENSG00000168906.12,85539165,85545280,chr2,+
ENSG00000166887.15,42184192,42208316,chr15,-
ENSG00000103194.15,84700002,84779922,chr16,+
ENSG00000182446.13,81556887,81613347,chr17,-
ENSG00000109113.18,28714284,28717890,chr17,-
ENSG00000188092.14,147928436,147993339,chr1,+
ENSG00000104635.13,22367278,22422685,chr8,+
ENSG00000108515.17,4950190,4957131,chr17,+
ENSG00000142002.16,4686112,4723835,chr19,-
ENSG00000161249.20,35497220,35510508,chr19,-
ENSG00000197702.11,12473744,12528579,chr11,+
ENSG00000173848.18,5446609,5458463,chr10,+
ENSG00000079819.18,130840376,130970483,chr6,-
ENSG00000071127.16,10075149,10116949,chr4,-
ENSG00000082641.15,48048784,48060050,chr17,+
ENSG00000100890.15,35121846,35274078,chr14,+
ENSG00000011454.16,122941020,123073559,chr9,+
ENSG00000072954.6,16661242,16689006,chr19,+
ENSG00000143458.11,151070777,151118495,chr1,+
ENSG00000187778.13,49558302,49567832,chr12,-
ENSG00000151665.12,46581285,46617030,chr2,-
chr19:48810000,48810922,48812147,chr19,+
ENSG00000102103.15,48897931,48903084,chrX,+
ENSG00000198171.12,3190520,3204685,chr20,-
ENSG00000162496.8,12567910,12617731,chr1,-
ENSG00000165359.15,135520643,135582510,chrX,+
ENSG00000136490.8,63697816,63700685,chr17,-
ENSG00000204706.14,70085816,70258961,chr9,-
ENSG00000115602.16,102337258,102343756,chr2,+
ENSG00000165416.14,52652839,52687872,chr13,+
ENSG00000261832.6,28485994,28492095,chr16,-
ENSG00000120705.12,138507787,138543229,chr5,-
ENSG00000168803.14,43330674,43337126,chr15,+
chr7:103141000_ENSG00000224415.1,103141246,103141935,chr7,-
ENSG00000184584.12,139475534,139482698,chr5,-
ENSG00000152240.12,46104335,46128333,chr18,+
ENSG00000124588.19,2987967,3019762,chr6,+
ENSG00000013275.7,39971170,39975604,chr19,+
ENSG00000163755.8,149129638,149172961,chr3,+
ENSG00000174444.14,66499320,66504827,chr15,-
ENSG00000204469.12,31620720,31631078,chr6,+
ENSG00000127328.21,69738862,69815725,chr12,+
ENSG00000078124.11,76860937,77011723,chr11,+
ENSG00000112290.12,110099819,110179702,chr6,-
ENSG00000179818.13,70048687,70087001,chr2,-
ENSG00000130640.13,133294608,133308860,chr10,-
ENSG00000170144.20,177212749,177220535,chr2,+
ENSG00000100889.11,24094311,24104030,chr14,+
ENSG00000172661.17,45727236,45792961,chr10,+
ENSG00000158006.13,25960770,25998117,chr1,-
ENSG00000123415.15,54181453,54189008,chr12,-
ENSG00000090661.11,8209340,8263716,chr19,+
ENSG00000158104.11,121839527,121858859,chr12,-
ENSG00000102897.9,20900753,20921731,chr16,+
ENSG00000165819.11,21498138,21511375,chr14,-
ENSG00000156345.17,87968178,87974753,chr9,-
ENSG00000118705.16,37179318,37241623,chr20,+
ENSG00000100416.12,46335745,46357339,chr22,+
ENSG00000073921.17,85957684,86068780,chr11,-
ENSG00000189403.14,30460895,30465938,chr13,-
ENSG00000130595.17,1919706,1938706,chr11,+
ENSG00000166165.12,103519659,103522833,chr14,-
ENSG00000100650.15,69767112,69772005,chr14,+
ENSG00000084207.15,67583822,67586653,chr11,+
ENSG00000196923.13,177483396,177497586,chr5,-
ENSG00000143393.16,151292132,151327419,chr1,-
ENSG00000242802.6,4775622,4791768,chr7,+
ENSG00000184584.12,139475534,139482351,chr5,-
ENSG00000134184.12,109687845,109717838,chr1,+
ENSG00000065183.15,117929724,117960049,chr1,+
ENSG00000104872.10,49446299,49453495,chr19,-
ENSG00000164338.9,73565443,73580514,chr5,+
ENSG00000148356.13,127451513,127468834,chr9,+
ENSG00000079462.7,42297036,42302777,chr19,-
ENSG00000167986.13,61299451,61333066,chr11,-
ENSG00000054654.16,64214144,64226432,chr14,+
ENSG00000110321.16,10797346,10808940,chr11,-
ENSG00000166226.12,69585459,69593048,chr12,+
ENSG00000117395.12,43164346,43250391,chr1,-
ENSG00000101353.14,37143596,37179588,chr20,-
ENSG00000116957.12,235367425,235448968,chr1,+
ENSG00000185917.13,36043686,36060550,chr21,-
ENSG00000159131.16,33503371,33542138,chr21,-
ENSG00000254485.5,9292588,9363050,chr3,-
ENSG00000228031.2,137350087,137354483,chr7,-
ENSG00000127022.14,179698944,179730657,chr5,+
ENSG00000134759.13,36129899,36175032,chr18,+
ENSG00000175662.17,17858227,17972404,chr17,-
ENSG00000070501.11,42338494,42371765,chr8,+
chr12:32328000,32328379,32329646,chr12,+
ENSG00000147274.14,136873461,136880764,chrX,-
ENSG00000010704.18,26087439,26095544,chr6,+
ENSG00000006831.9,1691027,1788678,chr12,+
ENSG00000204941.13,43167743,43186506,chr19,-
ENSG00000241431.1,56588385,56588787,chr8,+
ENSG00000111640.14,6534512,6538371,chr12,+
ENSG00000122367.19,86668507,86700045,chr10,+
ENSG00000162814.10,217631324,217867133,chr1,+
ENSG00000104388.14,60517176,60623095,chr8,+
ENSG00000110200.8,72109587,72112774,chr11,-
ENSG00000166562.8,59139866,59158832,chr18,+
chr3:49418000_ENSG00000145020.15,49418606,49422469,chr3,-
ENSG00000090339.8,10271093,10285800,chr19,+
ENSG00000023191.16,494515,507259,chr11,-
ENSG00000147475.14,37736599,37753529,chr8,+
ENSG00000109536.11,189940870,189963204,chr4,+
ENSG00000138035.14,55644699,55693863,chr2,-
ENSG00000174891.12,158110068,158545730,chr3,+
ENSG00000171307.18,97446170,97457311,chr10,+
ENSG00000111452.12,130953907,130973359,chr12,+
ENSG00000118473.21,66534156,66729347,chr1,+
ENSG00000163631.16,73404289,73421256,chr4,+
ENSG00000161638.10,54395261,54419220,chr12,-
ENSG00000177692.11,33485530,33491720,chr21,-
ENSG00000102606.17,111153647,111305731,chr13,+
ENSG00000133460.19,23856872,23895223,chr22,+
ENSG00000026025.15,17229278,17237593,chr10,+
ENSG00000138071.13,65227833,65269105,chr2,+
ENSG00000005187.11,20764040,20797156,chr16,+
ENSG00000090316.15,1289908,1340137,chr4,+
ENSG00000133816.13,12110591,12263787,chr11,+
ENSG00000167526.13,89560682,89563080,chr16,+
ENSG00000188846.13,40457340,40462368,chr3,+
ENSG00000185278.15,173868394,173887446,chr1,+
ENSG00000114742.13,39052013,39095326,chr3,+
ENSG00000134769.21,34818381,34867338,chr18,+
ENSG00000100722.18,88563014,88612580,chr14,+
chr14:89491000,89491130,89494185,chr14,-
ENSG00000143379.12,150926349,150942361,chr1,+
ENSG00000135472.8,49870400,49903869,chr12,-
ENSG00000160799.11,46921726,46976759,chr3,-
ENSG00000196670.13,180847611,180861277,chr5,-
ENSG00000051009.10,6211335,6234663,chr11,-
ENSG00000018280.16,218382248,218395544,chr2,+
ENSG00000067533.5,218285287,218331575,chr1,+
ENSG00000184445.11,122597243,122626396,chr12,+
chr10:43643000,43643860,43648856,chr10,-
chr19:2476000,2476127,2478259,chr19,+
ENSG00000134480.13,87391494,87412904,chr5,-
ENSG00000153558.13,33277422,33388092,chr3,+
ENSG00000006712.14,39385852,39391195,chr19,-
ENSG00000258674.5,19516227,19537581,chr19,+
ENSG00000087053.18,95834089,95924107,chr11,-
ENSG00000204227.4,33208495,33212722,chr6,+
ENSG00000273340.1,29741517,29749049,chr6,-
ENSG00000158850.14,161171310,161177479,chr1,-
ENSG00000108821.13,50185228,50190908,chr17,-
ENSG00000166716.9,84748635,84801051,chr15,+
ENSG00000160352.15,21082203,21091758,chr19,+
ENSG00000111832.12,116571489,116593274,chr6,+
ENSG00000143106.12,109401850,109426427,chr1,-
ENSG00000109625.18,8592756,8619761,chr4,+
ENSG00000162755.13,161098363,161100346,chr1,+
ENSG00000085382.11,104728463,104859919,chr6,-
chr12:663000,663780,665887,chr12,+
ENSG00000110066.14,68158293,68213678,chr11,-
ENSG00000111817.16,116280120,116431731,chr6,+
ENSG00000138231.12,138161371,138174949,chr3,-
ENSG00000167861.15,74950743,74972771,chr17,-
ENSG00000148606.12,77977149,78029545,chr10,-
ENSG00000128595.16,128739342,128771807,chr7,+
ENSG00000239713.8,39077067,39087743,chr22,+
ENSG00000149925.17,30065791,30070380,chr16,+
ENSG00000166840.13,58939484,58956027,chr11,+
ENSG00000116062.14,47783151,47806952,chr2,+
ENSG00000198467.13,35682930,35689925,chr9,-
ENSG00000184432.9,139357406,139389732,chr3,-
ENSG00000134262.12,113895060,113905070,chr1,-
ENSG00000118564.14,15604539,15681567,chr4,-
ENSG00000004799.7,95587791,95596491,chr7,-
ENSG00000070081.15,17276731,17331524,chr11,+
ENSG00000095787.21,28533506,28619979,chr10,+
ENSG00000118194.18,201359019,201377762,chr1,-
ENSG00000075945.12,169921331,170074738,chr1,-
ENSG00000144504.15,240479422,240561091,chr2,-
ENSG00000239557.1,52373652,52375018,chr3,+
ENSG00000102393.9,101397803,101407908,chrX,-
ENSG00000134294.13,46358189,46372773,chr12,-
ENSG00000121858.10,172505662,172523475,chr3,-
